Vnum	Name	Rank	Type	BattleType	Level	ScalePct	Size	AiFlags	MountCapacity	RaceFlags	ImmuneFlags	Empire	Folder	OnClick	St	Dx	Ht	Iq	MinDamage	MaxDamage	MaxHp	RegenCycle	RegenPercent	MinGold	MaxGold	Exp	Def	AttackSpeed	MoveSpeed	AggressiveHpPct	AggressiveSight	AttackRange	DropItemGroup	ResurrectionVnum	EnchantCurse	EnchantSlow	EnchantPoison	EnchantStun	EnchantCritical	EnchantPenetrate	ResistSword	ResistTwoHanded	ResistDagger	ResistBell	ResistFan	ResistBow	ResistFire	ResistElect	ResistMagic	ResistWind	ResistPoison	ResistBleeding	DamMultiply	SummonVnum	DrainSp	MobColor	PolymorphItem	SkillLevel0	SkillVnum0	SkillLevel1	SkillVnum1	SkillLevel2	SkillVnum2	SkillLevel3	SkillVnum3	SkillLevel4	SkillVnum4	SpBerserk	SpStoneskin	SpGodspeed	SpDeathblow	SpRevive	Unknown
7105	¸ÍÈ£Æ÷Å¾	KNIGHT	MONSTER	MELEE	100	100		NOMOVE	0		STUN,SLOW,TERROR	0	0	0	0	0	90	0	0	0	300000	20	1	0	0	100000	150	101	101	0	2000	150	0	0	0	0	0	0	0	0	-30	-30	-30	-30	-30	-30	0	0	0	-15	0	0	guild_target_bonghwa	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7106	¹«¼èÈ­·Î	KNIGHT	MONSTER	MELEE	100	100		NOMOVE	0		STUN,SLOW,TERROR	0	0	0	0	0	90	0	0	0	300000	20	1	0	0	100000	150	101	101	0	2000	150	0	0	0	0	0	0	0	0	-30	-30	-30	-30	-30	-30	0	0	0	-15	0	0		0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7107	¹«¼èÈ­·Î	KING	STONE	SPECIAL	85	100		NOMOVE	0		STUN,SLOW,TERROR	0	0	0	0	0	78	0	0	0	330000	5	1	0	0	36	73	7122	7122	0	2000	150	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7108	¹«¼èÈ­·Î	KING	STONE	SPECIAL	85	100		NOMOVE	0		STUN,SLOW,TERROR	0	0	0	0	0	78	0	0	0	330000	5	1	0	0	36	73	7122	7122	0	2000	150	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7109	¹«¼èÈ­·Î	KING	STONE	SPECIAL	85	100		NOMOVE	0		STUN,SLOW,TERROR	0	0	0	0	0	78	0	0	0	330000	5	1	0	0	36	73	7117	7117	0	2000	150	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7110	¹«¼èÈ­·Î	KING	STONE	SPECIAL	85	100		NOMOVE	0		STUN,SLOW,TERROR	0	0	0	0	0	78	0	0	0	330000	5	1	0	0	36	73	7117	7117	0	2000	150	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7111	¹«¼èÈ­·Î	KING	STONE	SPECIAL	85	100		NOMOVE	0		STUN,SLOW,TERROR	0	0	0	0	0	78	0	0	0	330000	5	1	0	0	36	73	7117	7117	0	2000	150	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7112	¹«¼èÈ­·Î	KING	STONE	SPECIAL	85	100		NOMOVE	0		STUN,SLOW,TERROR	0	0	0	0	0	78	0	0	0	330000	5	1	0	0	36	73	7117	7117	0	2000	150	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7113	±äÆÈ¿ø¼þÀÌ1	S_PAWN	MONSTER	MAGIC	72	100		AGGR	0			0	0	0	60	80	40	20	95	116	15616	3	5	0	0	2000	79	90	100	100	2000	850	0	0	0	10	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	monkey	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7114	±äÆÈ¿ø¼þÀÌ2	S_PAWN	MONSTER	MELEE	73	100		AGGR,NOMOVE	0			0	0	0	61	81	40	20	87	131	17217	7	5	0	0	2000	85	100	100	100	2000	150	0	0	0	10	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	monkey	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7115	±äÆÈ¿ø¼þÀÌ3	S_PAWN	MONSTER	MELEE	74	100		AGGR	0			0	0	0	61	81	41	20	79	147	20287	12	10	0	0	2000	88	110	100	100	2000	150	0	0	0	15	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	monkey	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7116	±äÆÈ¿ø¼þÀÌ4	KNIGHT	MONSTER	MELEE	74	100		AGGR	0		STUN,SLOW	0	0	0	62	82	41	20	107	131	27712	7	10	0	0	2000	79	110	100	100	2000	150	0	0	0	15	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	monkey	2.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7117	°ñ·½¿ø¼þÀÌ	KNIGHT	MONSTER	MELEE	75	100		AGGR	0		STUN,SLOW	0	0	0	83	41	62	21	108	132	28282	7	10	0	0	2000	85	90	100	100	2000	150	0	0	0	20	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	monkey	2.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7118	¹«ÀÎ¿ø¼þÀÌ1	KNIGHT	MONSTER	MELEE	76	100		AGGR	0		STUN,SLOW	0	0	0	84	63	42	21	109	133	28858	7	10	0	0	2000	88	80	100	100	2000	150	0	0	0	20	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	monkey	2.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7119	¹«ÀÎ¿ø¼þÀÌ2	S_KNIGHT	MONSTER	MELEE	76	100		AGGR	0		STUN,SLOW	0	0	0	99	97	42	21	119	146	47716	15	15	0	0	2000	79	70	100	100	2000	150	0	0	0	20	0	0	0	2	40	40	40	40	40	0	0	-30	0	0	0	1	monkey	2.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7120	µÎ¸ñ¿ø¼þÀÌ	S_PAWN	MONSTER	MELEE	72	200		AGGR	0			0	0	0	85	43	65	22	112	208	73024	10	7	0	0	2000	85	110	110	100	2000	150	0	0	0	0	0	0	5	5	15	15	15	15	15	0	0	0	0	0	0	0	nersluck_1	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7121	Ã¶Åð¿ø¼þÀÌ1	S_KNIGHT	MONSTER	MELEE	73	100		AGGR	0			0	0	0	85	43	65	22	140	172	111222	6	10	0	0	2000	79	110	100	100	2000	150	0	0	0	0	0	0	10	5	15	15	15	15	15	0	0	0	0	0	0	0	nersluck_2	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7122	Ã¶Åð¿ø¼þÀÌ2	S_PAWN	MONSTER	MELEE	74	100		AGGR	0			0	0	0	85	43	65	22	112	208	121053	10	7	0	0	2000	85	80	100	100	2000	150	0	0	0	0	0	0	0	5	15	15	15	15	15	0	0	0	0	0	0	0	nersluck_3	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7123	±¸¹ÌÈ£¿ø¼þÀÌ	BOSS	MONSTER	MELEE	75	180		AGGR	0	ANIMAL,ATT_ICE	STUN,SLOW,TERROR	0	0	0	88	49	57	19	140	172	265680	10	10	0	0	24080	84	100	100	0	2000	150	0	20	0	0	0	0	15	20	30	25	30	30	30	50	25	100	50	50	50	20	fox_ninetail	2.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7124	»çÀÚ¿ø¼þÀÌ	BOSS	MONSTER	MELEE	85	200		AGGR	0	ATT_ELEC	STUN,SLOW,TERROR	0	0	0	88	49	57	19	140	172	265680	10	10	0	0	24080	84	100	100	0	2000	150	0	20	0	0	0	0	15	20	30	25	30	30	30	50	25	100	50	50	50	20	yellow_tigerman	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8001	???	KING	STONE	SPECIAL	5	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	6	0	0	0	14550	5	1	0	0	1	8	104	109	0	2000	175	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8002	???	KING	STONE	SPECIAL	10	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	12	0	0	0	23250	5	1	0	0	3	14	110	114	0	2000	175	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8003	???	KING	STONE	SPECIAL	15	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	18	0	0	0	34050	5	1	0	0	5	19	115	121	0	2000	175	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8004	???	KING	STONE	SPECIAL	20	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	24	0	0	0	47400	5	1	0	0	8	25	122	126	0	2000	175	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8005	???	KING	STONE	SPECIAL	25	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	30	0	0	0	63450	5	1	0	0	12	30	305	310	0	2000	175	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8006	???	KING	STONE	SPECIAL	30	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	36	0	0	0	80250	5	1	0	0	15	35	401	411	0	2000	175	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8007	???	KING	STONE	SPECIAL	35	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	42	0	0	0	98700	5	1	0	0	18	41	501	507	0	2000	175	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8008	???	KING	STONE	SPECIAL	40	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	48	0	0	0	119700	5	1	0	0	21	46	601	614	0	2000	175	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8009	???	KING	STONE	SPECIAL	45	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	54	0	0	0	142350	5	1	0	0	24	52	1301	1310	0	2000	175	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8010	???	KING	STONE	SPECIAL	50	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	60	0	0	0	167850	5	1	0	0	27	57	901	913	0	2000	175	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8011	???	KING	STONE	SPECIAL	55	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	66	0	0	0	195900	5	1	0	0	30	63	714	726	0	2000	175	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8012	???	KING	STONE	SPECIAL	60	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	72	0	0	0	226650	5	1	0	0	33	68	2101	2109	0	2000	175	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8013	???	KING	STONE	SPECIAL	65	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	78	0	0	0	260250	5	1	0	0	36	73	1101	1113	0	2000	175	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8014	???	KING	STONE	SPECIAL	70	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	91	0	0	0	296550	5	1	0	0	39	79	2201	2207	0	2000	175	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8015	???	KING	STONE	SPECIAL	50	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	60	0	0	0	167850	5	1	0	0	27	57	901	913	0	2000	175	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8016	???	KING	STONE	SPECIAL	55	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	66	0	0	0	195900	5	1	0	0	30	63	714	726	0	2000	175	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8017	???	KING	STONE	SPECIAL	60	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	72	0	0	0	226650	5	1	0	0	33	68	2101	2109	0	2000	175	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8018	???	KING	STONE	SPECIAL	65	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	78	0	0	0	260250	5	1	0	0	36	73	1101	1113	0	2000	175	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8019	???	KING	STONE	SPECIAL	70	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	91	0	0	0	296550	5	1	0	0	39	79	2201	2207	0	2000	175	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8020	???	KING	STONE	SPECIAL	1	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	50	0	0	0	2965500	5	1	0	0	39	79	101	101	0	2000	150	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8021	???	KING	STONE	SPECIAL	1	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	50	0	0	0	2965500	5	1	0	0	39	79	101	101	0	2000	150	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8022	???	KING	STONE	SPECIAL	1	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	50	0	0	0	2965500	5	1	0	0	39	79	101	101	0	2000	150	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8023	???	KING	STONE	SPECIAL	1	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	50	0	0	0	2965500	5	1	0	0	39	79	101	101	0	2000	150	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8024	???	KING	STONE	SPECIAL	75	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	66	0	0	0	469000	5	1	0	0	42	63	2301	2309	0	2000	150	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8025	???	KING	STONE	SPECIAL	80	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	72	0	0	0	584000	5	1	0	0	45	68	2308	2313	0	2000	150	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8026	???	KING	STONE	SPECIAL	85	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	78	0	0	0	727000	5	1	0	0	48	73	2320	2326	0	2000	150	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8027	???	KING	STONE	SPECIAL	90	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	91	0	0	0	905000	5	1	0	0	51	79	2327	2333	0	2000	150	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8031	????	KING	STONE	MELEE	60	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	70	0	0	0	250000	5	2	0	0	50	80	0	0	0	2000	150	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8032	????	KING	STONE	MELEE	60	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	70	0	0	0	250000	5	2	0	0	50	80	0	0	0	2000	150	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8033	????	KING	STONE	MELEE	60	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	70	0	0	0	250000	5	2	0	0	50	80	0	0	0	2000	150	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8034	????	KING	STONE	MELEE	60	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	70	0	0	0	250000	5	2	0	0	50	80	0	0	0	2000	150	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8035	???	KING	STONE	MELEE	60	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	70	0	0	0	250000	5	2	0	0	50	80	0	0	0	2000	150	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8036	?????	KING	STONE	MELEE	80	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	70	0	0	0	250000	5	2	0	0	50	80	0	0	0	2000	150	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8037	?????	KING	STONE	MELEE	60	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	70	0	0	0	250000	5	2	0	0	50	80	0	0	0	2000	150	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8038	??????	KING	STONE	MELEE	85	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	70	0	0	0	250000	5	2	0	0	50	80	0	0	0	2000	150	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8039	??????	KING	STONE	MELEE	60	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	70	0	0	0	250000	5	2	0	0	50	80	0	0	0	2000	150	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8040	??????	KING	STONE	MELEE	60	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	70	0	0	0	250000	5	2	0	0	50	80	0	0	0	2000	150	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8041	ºÎÈ°¼®	KING	STONE	MELEE	10	100		NOMOVE	50160		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	0	0	0	0	23250	5	1	0	0	30	57	9611	9615	0	2000	150	0	100	0	0	0	0	0	0	32	32	8	11	11	17	32	0	0	0	0	100		0.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8042	ºÎÈ°¼®	KING	STONE	MELEE	20	100		NOMOVE	50162		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	0	0	0	0	47400	5	1	0	0	80	111	9621	9625	0	2000	150	0	100	0	0	0	0	0	0	20	25	14	4	4	29	25	0	0	0	0	100		0.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8043	ºÎÈ°¼®	KING	STONE	MELEE	30	100		NOMOVE	50164		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	0	0	0	0	80250	5	1	0	0	150	181	9631	9635	0	2000	150	0	100	0	0	0	0	0	0	11	31	19	10	10	38	31	0	0	0	0	100		0.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8044	ºÎÈ°¼®	KING	STONE	MELEE	40	100		NOMOVE	50166		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	0	0	0	0	119700	5	1	0	0	210	221	9641	9645	0	2000	150	0	100	0	0	0	0	0	0	15	26	16	4	4	33	26	0	0	0	0	100		0.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8045	ºÎÈ°¼®	KING	STONE	MELEE	50	100		NOMOVE	50168		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	0	0	0	0	167850	5	1	0	0	270	282	9651	9655	0	2000	150	0	100	0	0	0	0	0	0	14	25	18	6	6	36	25	0	0	0	0	100		0.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8046	ºÎÈ°¼®	KING	STONE	MELEE	60	100		NOMOVE	50170		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	0	0	0	0	226650	5	1	0	0	330	363	9661	9665	0	2000	150	0	100	0	0	0	0	0	0	8	24	16	5	5	33	24	0	0	0	0	100		0.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8047	ºÎÈ°¼®	KING	STONE	MELEE	70	100		NOMOVE	50172		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	0	0	0	0	296550	5	1	0	0	390	444	9671	9675	0	2000	150	0	100	0	0	0	0	0	0	8	22	16	5	5	33	22	0	0	0	0	100		0.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8048	ºÎÈ°¼®	KING	STONE	MELEE	80	100		NOMOVE	50174		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	0	0	0	0	584000	5	1	0	0	450	502	9681	9685	0	2000	150	0	100	0	0	0	0	0	0	27	27	20	4	4	40	27	0	0	0	0	100		0.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8049	ºÎÈ°¼®	KING	STONE	MELEE	90	100		NOMOVE	50176		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	0	0	0	0	905000	5	1	0	0	510	700	9691	9695	0	2000	150	0	100	0	0	0	0	0	0	13	14	15	3	3	30	14	0	0	0	0	100		0.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8050	ºÎÈ°¼®	KING	STONE	MELEE	95	100		NOMOVE	50178		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	0	0	0	0	1450000	5	1	0	0	690	730	9693	9697	0	2000	150	0	100	0	0	0	0	0	0	13	13	14	3	3	29	13	0	0	0	0	100		0.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8051	È¥¸¶¼®	KING	STONE	MELEE	95	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	95	0	0	0	905000	5	1	0	0	51	95	3001	3007	0	2000	150	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8052	±Í¸¶¼®	KING	STONE	MELEE	95	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	95	0	0	0	905000	5	1	0	0	51	95	3051	3057	0	2000	150	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8053	Æø¸¶¼®	KING	STONE	MELEE	100	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	100	0	0	0	1200000	5	1	0	0	51	100	3041	3047	0	2000	150	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8054	¿ë¸¶¼®	KING	STONE	MELEE	100	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	100	0	0	0	1200000	5	1	0	0	51	100	3011	3017	0	2000	150	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8055	Áö¸¶¼®	KING	STONE	MELEE	105	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	105	0	0	0	1500000	5	1	0	0	51	105	3081	3087	0	2000	150	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8056	¸Á¸¶¼®	KING	STONE	MELEE	105	100		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0	0	0	0	0	105	0	0	0	1500000	5	1	0	0	51	105	3031	3037	0	2000	150	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
